customer_id,name,email,phone,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,tech_support,online_security,churn
C11092,Customer 11092,customer11092@example.com,+91-9000011091,33,31.91,1032.0,Month-to-month,DSL,Electronic check,No,No,1
C11093,Customer 11093,customer11093@example.com,+91-9000011092,61,97.79,5706.59,Month-to-month,No,Electronic check,Yes,Yes,0
C11094,Customer 11094,customer11094@example.com,+91-9000011093,29,53.81,1581.3,Month-to-month,DSL,Bank transfer,No,No,1
C11095,Customer 11095,customer11095@example.com,+91-9000011094,24,97.37,2150.37,Month-to-month,DSL,Electronic check,No,Yes,1
C11096,Customer 11096,customer11096@example.com,+91-9000011095,6,31.64,183.05,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C11097,Customer 11097,customer11097@example.com,+91-9000011096,61,111.25,6955.68,Month-to-month,DSL,Credit card,Yes,Yes,1
C11098,Customer 11098,customer11098@example.com,+91-9000011097,55,108.55,5927.3,One year,Fiber optic,Bank transfer,Yes,No,0
C11099,Customer 11099,customer11099@example.com,+91-9000011098,3,33.89,95.91,Month-to-month,DSL,Electronic check,No,Yes,1
C11100,Customer 11100,customer11100@example.com,+91-9000011099,32,27.38,806.25,One year,DSL,Electronic check,Yes,Yes,0
C11101,Customer 11101,customer11101@example.com,+91-9000011100,35,30.63,1032.67,Month-to-month,DSL,Electronic check,No,No,1
C11102,Customer 11102,customer11102@example.com,+91-9000011101,34,110.36,3781.69,One year,DSL,Credit card,No,No,0
C11103,Customer 11103,customer11103@example.com,+91-9000011102,67,48.47,3265.44,Two year,No,Electronic check,No,No,0
C11104,Customer 11104,customer11104@example.com,+91-9000011103,11,79.83,826.3,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C11105,Customer 11105,customer11105@example.com,+91-9000011104,23,67.62,1583.55,Month-to-month,Fiber optic,Electronic check,Yes,No,0
C11106,Customer 11106,customer11106@example.com,+91-9000011105,14,104.55,1580.54,Two year,Fiber optic,Electronic check,No,No,0
C11107,Customer 11107,customer11107@example.com,+91-9000011106,18,73.89,1348.08,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11108,Customer 11108,customer11108@example.com,+91-9000011107,66,75.07,4976.53,One year,DSL,Bank transfer,Yes,Yes,0
C11109,Customer 11109,customer11109@example.com,+91-9000011108,68,123.91,8591.21,Month-to-month,DSL,Bank transfer,No,Yes,1
C11110,Customer 11110,customer11110@example.com,+91-9000011109,4,40.01,169.76,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11111,Customer 11111,customer11111@example.com,+91-9000011110,46,108.07,5325.97,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
C11112,Customer 11112,customer11112@example.com,+91-9000011111,17,30.17,475.23,Two year,Fiber optic,Bank transfer,No,No,0
C11113,Customer 11113,customer11113@example.com,+91-9000011112,14,72.76,970.56,Month-to-month,No,Electronic check,Yes,Yes,1
C11114,Customer 11114,customer11114@example.com,+91-9000011113,22,113.63,2346.17,One year,Fiber optic,Mailed check,No,Yes,0
C11115,Customer 11115,customer11115@example.com,+91-9000011114,14,91.52,1337.11,One year,DSL,Electronic check,No,Yes,0
C11116,Customer 11116,customer11116@example.com,+91-9000011115,36,93.52,3121.93,Month-to-month,DSL,Bank transfer,No,Yes,1
C11117,Customer 11117,customer11117@example.com,+91-9000011116,72,51.33,3933.85,Month-to-month,DSL,Electronic check,No,No,1
C11118,Customer 11118,customer11118@example.com,+91-9000011117,43,66.86,2654.44,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
C11119,Customer 11119,customer11119@example.com,+91-9000011118,53,61.66,3321.6,Month-to-month,No,Electronic check,No,No,1
C11120,Customer 11120,customer11120@example.com,+91-9000011119,36,77.14,2677.32,One year,No,Mailed check,Yes,Yes,0
C11121,Customer 11121,customer11121@example.com,+91-9000011120,2,71.22,141.77,Month-to-month,DSL,Electronic check,No,No,1
C11122,Customer 11122,customer11122@example.com,+91-9000011121,7,57.69,400.08,Month-to-month,Fiber optic,Credit card,Yes,No,1
C11123,Customer 11123,customer11123@example.com,+91-9000011122,20,55.55,1155.24,One year,Fiber optic,Bank transfer,Yes,No,0
C11124,Customer 11124,customer11124@example.com,+91-9000011123,18,50.09,901.14,One year,Fiber optic,Electronic check,Yes,No,0
C11125,Customer 11125,customer11125@example.com,+91-9000011124,61,61.5,3704.21,Month-to-month,Fiber optic,Electronic check,Yes,No,0
C11126,Customer 11126,customer11126@example.com,+91-9000011125,61,39.99,2529.27,One year,DSL,Electronic check,Yes,No,0
C11127,Customer 11127,customer11127@example.com,+91-9000011126,62,112.21,7431.0,Month-to-month,DSL,Credit card,Yes,No,0
C11128,Customer 11128,customer11128@example.com,+91-9000011127,46,85.21,4103.99,One year,No,Credit card,No,No,0
C11129,Customer 11129,customer11129@example.com,+91-9000011128,41,38.38,1633.18,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C11130,Customer 11130,customer11130@example.com,+91-9000011129,47,94.39,4427.61,Month-to-month,Fiber optic,Electronic check,Yes,No,0
C11131,Customer 11131,customer11131@example.com,+91-9000011130,30,109.77,3503.97,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C11132,Customer 11132,customer11132@example.com,+91-9000011131,49,48.75,2383.52,One year,Fiber optic,Electronic check,No,No,0
C11133,Customer 11133,customer11133@example.com,+91-9000011132,58,40.06,2483.44,One year,No,Bank transfer,No,Yes,0
C11134,Customer 11134,customer11134@example.com,+91-9000011133,55,25.86,1491.24,Month-to-month,DSL,Electronic check,Yes,Yes,0
C11135,Customer 11135,customer11135@example.com,+91-9000011134,45,29.73,1262.99,Two year,DSL,Electronic check,No,No,0
C11136,Customer 11136,customer11136@example.com,+91-9000011135,5,101.23,469.46,Two year,Fiber optic,Credit card,No,No,1
C11137,Customer 11137,customer11137@example.com,+91-9000011136,53,123.72,6809.85,Month-to-month,Fiber optic,Credit card,Yes,No,1
C11138,Customer 11138,customer11138@example.com,+91-9000011137,27,29.49,819.91,One year,DSL,Credit card,No,No,1
C11139,Customer 11139,customer11139@example.com,+91-9000011138,54,99.81,5477.78,Month-to-month,DSL,Electronic check,No,No,1
C11140,Customer 11140,customer11140@example.com,+91-9000011139,39,32.19,1351.07,Two year,DSL,Mailed check,No,No,0
C11141,Customer 11141,customer11141@example.com,+91-9000011140,64,84.21,5428.59,Month-to-month,DSL,Bank transfer,No,No,1
C11142,Customer 11142,customer11142@example.com,+91-9000011141,25,100.61,2454.04,Month-to-month,DSL,Bank transfer,No,Yes,0
C11143,Customer 11143,customer11143@example.com,+91-9000011142,68,60.92,4185.62,Month-to-month,DSL,Electronic check,No,Yes,0
C11144,Customer 11144,customer11144@example.com,+91-9000011143,61,26.09,1471.41,Month-to-month,Fiber optic,Mailed check,Yes,No,0
C11145,Customer 11145,customer11145@example.com,+91-9000011144,24,84.52,2054.21,One year,No,Bank transfer,Yes,No,0
C11146,Customer 11146,customer11146@example.com,+91-9000011145,35,124.12,4623.92,Month-to-month,No,Credit card,No,No,1
C11147,Customer 11147,customer11147@example.com,+91-9000011146,39,50.76,1822.64,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
C11148,Customer 11148,customer11148@example.com,+91-9000011147,56,43.95,2597.18,Month-to-month,DSL,Credit card,No,Yes,0
C11149,Customer 11149,customer11149@example.com,+91-9000011148,50,37.39,1959.81,Two year,No,Credit card,Yes,Yes,0
C11150,Customer 11150,customer11150@example.com,+91-9000011149,62,80.53,4678.19,One year,Fiber optic,Mailed check,No,No,1
C11151,Customer 11151,customer11151@example.com,+91-9000011150,27,84.64,2412.1,Month-to-month,Fiber optic,Electronic check,No,No,1
C11152,Customer 11152,customer11152@example.com,+91-9000011151,37,104.23,4019.13,Month-to-month,DSL,Electronic check,No,No,1
C11153,Customer 11153,customer11153@example.com,+91-9000011152,32,100.31,3205.32,Month-to-month,DSL,Credit card,No,Yes,1
C11154,Customer 11154,customer11154@example.com,+91-9000011153,66,114.25,7233.11,Two year,Fiber optic,Bank transfer,No,Yes,0
C11155,Customer 11155,customer11155@example.com,+91-9000011154,22,105.58,2244.01,One year,Fiber optic,Bank transfer,No,Yes,1
C11156,Customer 11156,customer11156@example.com,+91-9000011155,43,49.73,2176.8,One year,DSL,Credit card,No,No,0
C11157,Customer 11157,customer11157@example.com,+91-9000011156,9,80.59,695.87,Two year,No,Bank transfer,No,No,1
C11158,Customer 11158,customer11158@example.com,+91-9000011157,62,54.74,3299.04,Month-to-month,Fiber optic,Credit card,Yes,Yes,0
C11159,Customer 11159,customer11159@example.com,+91-9000011158,28,57.98,1735.35,One year,Fiber optic,Electronic check,No,No,1
C11160,Customer 11160,customer11160@example.com,+91-9000011159,25,118.19,3063.17,Month-to-month,DSL,Credit card,No,No,1
C11161,Customer 11161,customer11161@example.com,+91-9000011160,42,93.19,4061.82,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C11162,Customer 11162,customer11162@example.com,+91-9000011161,36,122.46,4730.16,Month-to-month,Fiber optic,Bank transfer,No,No,0
C11163,Customer 11163,customer11163@example.com,+91-9000011162,62,66.69,3807.83,Month-to-month,DSL,Mailed check,No,No,1
C11164,Customer 11164,customer11164@example.com,+91-9000011163,39,78.74,2945.32,Two year,Fiber optic,Electronic check,No,No,0
C11165,Customer 11165,customer11165@example.com,+91-9000011164,38,73.71,2871.78,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C11166,Customer 11166,customer11166@example.com,+91-9000011165,8,35.73,283.02,Two year,Fiber optic,Electronic check,No,Yes,1
C11167,Customer 11167,customer11167@example.com,+91-9000011166,2,48.67,91.31,One year,DSL,Bank transfer,No,No,1
C11168,Customer 11168,customer11168@example.com,+91-9000011167,29,77.76,2356.51,One year,No,Bank transfer,Yes,Yes,0
C11169,Customer 11169,customer11169@example.com,+91-9000011168,72,31.74,2119.67,Two year,Fiber optic,Electronic check,No,No,1
C11170,Customer 11170,customer11170@example.com,+91-9000011169,67,118.15,7971.59,Month-to-month,DSL,Mailed check,Yes,No,0
C11171,Customer 11171,customer11171@example.com,+91-9000011170,46,37.38,1736.66,Month-to-month,DSL,Electronic check,Yes,No,1
C11172,Customer 11172,customer11172@example.com,+91-9000011171,46,44.8,2105.63,Month-to-month,DSL,Bank transfer,Yes,No,1
C11173,Customer 11173,customer11173@example.com,+91-9000011172,29,101.53,2857.51,Month-to-month,DSL,Bank transfer,No,Yes,0
C11174,Customer 11174,customer11174@example.com,+91-9000011173,13,34.69,416.6,Two year,Fiber optic,Electronic check,Yes,Yes,0
C11175,Customer 11175,customer11175@example.com,+91-9000011174,1,115.03,122.19,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
C11176,Customer 11176,customer11176@example.com,+91-9000011175,25,97.57,2606.76,Month-to-month,DSL,Mailed check,Yes,No,0
C11177,Customer 11177,customer11177@example.com,+91-9000011176,23,31.86,730.67,Month-to-month,No,Credit card,No,No,1
C11178,Customer 11178,customer11178@example.com,+91-9000011177,14,94.18,1217.39,Month-to-month,DSL,Electronic check,No,No,1
C11179,Customer 11179,customer11179@example.com,+91-9000011178,19,88.16,1696.71,One year,Fiber optic,Credit card,No,No,0
C11180,Customer 11180,customer11180@example.com,+91-9000011179,2,100.73,195.53,Month-to-month,No,Bank transfer,No,No,1
C11181,Customer 11181,customer11181@example.com,+91-9000011180,44,107.82,4503.07,One year,Fiber optic,Electronic check,Yes,Yes,0
C11182,Customer 11182,customer11182@example.com,+91-9000011181,67,96.84,6144.61,One year,Fiber optic,Credit card,No,Yes,0
C11183,Customer 11183,customer11183@example.com,+91-9000011182,50,83.62,3966.43,One year,Fiber optic,Bank transfer,Yes,No,0
C11184,Customer 11184,customer11184@example.com,+91-9000011183,33,57.25,1838.12,Month-to-month,DSL,Electronic check,No,Yes,1
C11185,Customer 11185,customer11185@example.com,+91-9000011184,31,94.73,2833.55,One year,DSL,Credit card,No,No,1
C11186,Customer 11186,customer11186@example.com,+91-9000011185,23,120.7,2925.53,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C11187,Customer 11187,customer11187@example.com,+91-9000011186,11,83.75,920.56,Month-to-month,DSL,Electronic check,Yes,No,1
C11188,Customer 11188,customer11188@example.com,+91-9000011187,44,91.43,3976.35,One year,Fiber optic,Electronic check,Yes,Yes,0
C11189,Customer 11189,customer11189@example.com,+91-9000011188,41,68.71,2657.47,One year,DSL,Credit card,No,No,0
C11190,Customer 11190,customer11190@example.com,+91-9000011189,1,100.61,106.66,Month-to-month,No,Credit card,No,Yes,1
C11191,Customer 11191,customer11191@example.com,+91-9000011190,30,124.77,3476.48,Two year,No,Mailed check,No,No,0
C11192,Customer 11192,customer11192@example.com,+91-9000011191,21,41.04,825.92,Month-to-month,Fiber optic,Electronic check,No,No,1
C11193,Customer 11193,customer11193@example.com,+91-9000011192,13,45.24,599.55,One year,Fiber optic,Credit card,No,No,0
C11194,Customer 11194,customer11194@example.com,+91-9000011193,51,78.94,4156.26,Two year,DSL,Bank transfer,Yes,Yes,0
C11195,Customer 11195,customer11195@example.com,+91-9000011194,38,73.14,2913.24,Month-to-month,DSL,Electronic check,No,No,1
C11196,Customer 11196,customer11196@example.com,+91-9000011195,46,82.16,3725.11,Two year,Fiber optic,Electronic check,Yes,No,0
C11197,Customer 11197,customer11197@example.com,+91-9000011196,52,29.91,1517.18,One year,Fiber optic,Credit card,No,Yes,0
C11198,Customer 11198,customer11198@example.com,+91-9000011197,71,65.43,4488.36,One year,Fiber optic,Electronic check,No,No,1
C11199,Customer 11199,customer11199@example.com,+91-9000011198,58,83.3,4884.04,One year,Fiber optic,Bank transfer,No,No,0
C11200,Customer 11200,customer11200@example.com,+91-9000011199,45,83.52,3667.38,One year,Fiber optic,Bank transfer,No,No,1
C11201,Customer 11201,customer11201@example.com,+91-9000011200,64,90.73,5647.01,Month-to-month,DSL,Electronic check,Yes,No,1
C11202,Customer 11202,customer11202@example.com,+91-9000011201,35,97.02,3133.22,One year,DSL,Mailed check,No,No,0
C11203,Customer 11203,customer11203@example.com,+91-9000011202,71,89.15,6783.68,Month-to-month,Fiber optic,Credit card,No,No,1
C11204,Customer 11204,customer11204@example.com,+91-9000011203,55,104.02,5318.88,Two year,Fiber optic,Bank transfer,No,Yes,0
C11205,Customer 11205,customer11205@example.com,+91-9000011204,47,87.48,3960.83,Month-to-month,No,Credit card,No,No,1
C11206,Customer 11206,customer11206@example.com,+91-9000011205,66,78.75,5547.95,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
C11207,Customer 11207,customer11207@example.com,+91-9000011206,38,85.62,3376.08,Two year,Fiber optic,Credit card,Yes,Yes,0
C11208,Customer 11208,customer11208@example.com,+91-9000011207,52,35.12,1849.07,Month-to-month,Fiber optic,Electronic check,No,Yes,0
C11209,Customer 11209,customer11209@example.com,+91-9000011208,21,52.32,1126.99,Month-to-month,DSL,Bank transfer,No,No,1
C11210,Customer 11210,customer11210@example.com,+91-9000011209,70,77.74,5090.97,One year,Fiber optic,Electronic check,Yes,Yes,0
C11211,Customer 11211,customer11211@example.com,+91-9000011210,45,112.3,5303.06,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C11212,Customer 11212,customer11212@example.com,+91-9000011211,57,92.91,5084.13,Month-to-month,Fiber optic,Bank transfer,No,Yes,0
C11213,Customer 11213,customer11213@example.com,+91-9000011212,34,34.04,1241.84,Month-to-month,DSL,Electronic check,Yes,Yes,1
C11214,Customer 11214,customer11214@example.com,+91-9000011213,63,84.23,5078.42,Month-to-month,No,Mailed check,Yes,No,0
C11215,Customer 11215,customer11215@example.com,+91-9000011214,6,47.17,288.7,Month-to-month,No,Electronic check,No,No,1
C11216,Customer 11216,customer11216@example.com,+91-9000011215,9,98.4,892.02,Month-to-month,DSL,Electronic check,No,No,1
C11217,Customer 11217,customer11217@example.com,+91-9000011216,37,107.74,3758.74,Month-to-month,DSL,Electronic check,Yes,No,1
C11218,Customer 11218,customer11218@example.com,+91-9000011217,53,84.35,4372.5,Month-to-month,DSL,Bank transfer,Yes,Yes,0
C11219,Customer 11219,customer11219@example.com,+91-9000011218,59,84.14,5187.69,Month-to-month,Fiber optic,Electronic check,Yes,No,1
C11220,Customer 11220,customer11220@example.com,+91-9000011219,32,58.86,1796.9,One year,Fiber optic,Bank transfer,Yes,No,0
C11221,Customer 11221,customer11221@example.com,+91-9000011220,47,69.63,3514.97,One year,DSL,Credit card,No,No,0
C11222,Customer 11222,customer11222@example.com,+91-9000011221,40,111.41,4310.57,Month-to-month,Fiber optic,Electronic check,Yes,No,1
C11223,Customer 11223,customer11223@example.com,+91-9000011222,70,97.33,6951.24,Month-to-month,Fiber optic,Mailed check,Yes,No,0
C11224,Customer 11224,customer11224@example.com,+91-9000011223,48,76.98,3765.31,Two year,Fiber optic,Electronic check,Yes,No,0
C11225,Customer 11225,customer11225@example.com,+91-9000011224,31,61.82,1907.46,One year,Fiber optic,Bank transfer,No,Yes,0
C11226,Customer 11226,customer11226@example.com,+91-9000011225,70,30.04,2155.07,Month-to-month,Fiber optic,Electronic check,No,No,1
C11227,Customer 11227,customer11227@example.com,+91-9000011226,8,39.3,326.65,Month-to-month,Fiber optic,Credit card,No,Yes,1
C11228,Customer 11228,customer11228@example.com,+91-9000011227,71,44.3,3205.19,Month-to-month,DSL,Credit card,No,No,1
C11229,Customer 11229,customer11229@example.com,+91-9000011228,12,62.34,755.26,Two year,Fiber optic,Electronic check,No,No,0
C11230,Customer 11230,customer11230@example.com,+91-9000011229,21,119.41,2550.39,Two year,No,Electronic check,No,No,0
C11231,Customer 11231,customer11231@example.com,+91-9000011230,60,75.52,4460.12,Two year,Fiber optic,Electronic check,No,Yes,0
C11232,Customer 11232,customer11232@example.com,+91-9000011231,53,48.48,2393.02,Month-to-month,No,Electronic check,No,No,1
C11233,Customer 11233,customer11233@example.com,+91-9000011232,70,35.58,2354.99,Month-to-month,Fiber optic,Mailed check,Yes,No,0
C11234,Customer 11234,customer11234@example.com,+91-9000011233,54,58.83,3231.06,Month-to-month,Fiber optic,Bank transfer,No,No,0
C11235,Customer 11235,customer11235@example.com,+91-9000011234,46,106.57,5237.28,Month-to-month,DSL,Bank transfer,No,No,1
C11236,Customer 11236,customer11236@example.com,+91-9000011235,25,63.33,1463.11,Month-to-month,Fiber optic,Mailed check,No,No,1
C11237,Customer 11237,customer11237@example.com,+91-9000011236,1,102.25,102.97,One year,DSL,Credit card,Yes,No,0
C11238,Customer 11238,customer11238@example.com,+91-9000011237,9,105.27,909.85,Month-to-month,DSL,Credit card,No,Yes,0
C11239,Customer 11239,customer11239@example.com,+91-9000011238,22,36.08,801.6,Two year,DSL,Electronic check,No,No,1
C11240,Customer 11240,customer11240@example.com,+91-9000011239,3,85.87,267.9,Month-to-month,DSL,Electronic check,Yes,No,1
C11241,Customer 11241,customer11241@example.com,+91-9000011240,37,120.91,4642.2,Month-to-month,No,Electronic check,Yes,No,0
C11242,Customer 11242,customer11242@example.com,+91-9000011241,56,65.21,3783.16,Two year,No,Electronic check,Yes,Yes,0
C11243,Customer 11243,customer11243@example.com,+91-9000011242,70,30.09,2200.3,One year,Fiber optic,Electronic check,No,Yes,1
C11244,Customer 11244,customer11244@example.com,+91-9000011243,36,117.33,3935.04,Month-to-month,DSL,Electronic check,No,Yes,0
C11245,Customer 11245,customer11245@example.com,+91-9000011244,64,113.37,7266.8,One year,No,Electronic check,No,No,1
C11246,Customer 11246,customer11246@example.com,+91-9000011245,71,77.21,5272.96,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11247,Customer 11247,customer11247@example.com,+91-9000011246,62,80.23,5309.54,Month-to-month,DSL,Electronic check,No,No,0
C11248,Customer 11248,customer11248@example.com,+91-9000011247,34,46.17,1640.83,Month-to-month,Fiber optic,Electronic check,No,Yes,1
C11249,Customer 11249,customer11249@example.com,+91-9000011248,24,106.95,2405.62,Month-to-month,Fiber optic,Electronic check,Yes,Yes,1
C11250,Customer 11250,customer11250@example.com,+91-9000011249,71,74.86,5096.71,One year,DSL,Bank transfer,Yes,No,0
C11251,Customer 11251,customer11251@example.com,+91-9000011250,18,28.39,507.36,Month-to-month,Fiber optic,Credit card,No,Yes,1
C11252,Customer 11252,customer11252@example.com,+91-9000011251,30,93.3,3006.31,One year,Fiber optic,Credit card,Yes,Yes,0
C11253,Customer 11253,customer11253@example.com,+91-9000011252,6,120.05,675.32,One year,DSL,Electronic check,Yes,Yes,1
C11254,Customer 11254,customer11254@example.com,+91-9000011253,58,107.92,6327.43,Month-to-month,Fiber optic,Electronic check,No,No,1
C11255,Customer 11255,customer11255@example.com,+91-9000011254,47,52.72,2414.92,Month-to-month,Fiber optic,Electronic check,No,No,1
C11256,Customer 11256,customer11256@example.com,+91-9000011255,7,30.33,217.28,Month-to-month,Fiber optic,Electronic check,Yes,Yes,0
C11257,Customer 11257,customer11257@example.com,+91-9000011256,16,119.04,1949.96,One year,No,Bank transfer,No,Yes,0
C11258,Customer 11258,customer11258@example.com,+91-9000011257,40,118.71,4551.32,One year,Fiber optic,Mailed check,No,No,0
C11259,Customer 11259,customer11259@example.com,+91-9000011258,39,78.24,3190.9,One year,Fiber optic,Electronic check,No,No,0
C11260,Customer 11260,customer11260@example.com,+91-9000011259,58,89.23,4836.88,Month-to-month,Fiber optic,Electronic check,No,No,1
C11261,Customer 11261,customer11261@example.com,+91-9000011260,20,71.26,1497.75,Month-to-month,Fiber optic,Credit card,Yes,Yes,1
C11262,Customer 11262,customer11262@example.com,+91-9000011261,67,66.98,4280.84,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
C11263,Customer 11263,customer11263@example.com,+91-9000011262,33,36.94,1236.49,Month-to-month,DSL,Electronic check,Yes,No,0
C11264,Customer 11264,customer11264@example.com,+91-9000011263,60,34.68,2029.97,One year,Fiber optic,Electronic check,No,No,1
C11265,Customer 11265,customer11265@example.com,+91-9000011264,18,48.27,884.12,Month-to-month,Fiber optic,Mailed check,No,No,0
C11266,Customer 11266,customer11266@example.com,+91-9000011265,3,108.66,313.85,Month-to-month,Fiber optic,Electronic check,No,No,1
C11267,Customer 11267,customer11267@example.com,+91-9000011266,4,39.58,160.07,Month-to-month,No,Bank transfer,No,Yes,0
C11268,Customer 11268,customer11268@example.com,+91-9000011267,27,47.67,1185.81,Month-to-month,Fiber optic,Credit card,Yes,No,1
C11269,Customer 11269,customer11269@example.com,+91-9000011268,69,79.86,5399.65,One year,Fiber optic,Electronic check,Yes,Yes,0
C11270,Customer 11270,customer11270@example.com,+91-9000011269,4,46.51,195.76,Month-to-month,DSL,Credit card,Yes,Yes,1
C11271,Customer 11271,customer11271@example.com,+91-9000011270,27,41.32,1109.04,Two year,DSL,Electronic check,No,No,1
C11272,Customer 11272,customer11272@example.com,+91-9000011271,8,81.33,650.56,Two year,Fiber optic,Electronic check,No,No,0
C11273,Customer 11273,customer11273@example.com,+91-9000011272,68,61.81,4284.84,Two year,Fiber optic,Electronic check,No,No,0
C11274,Customer 11274,customer11274@example.com,+91-9000011273,49,87.62,4248.19,One year,DSL,Mailed check,Yes,No,0
C11275,Customer 11275,customer11275@example.com,+91-9000011274,55,116.22,6767.52,One year,DSL,Electronic check,No,No,1
C11276,Customer 11276,customer11276@example.com,+91-9000011275,52,40.1,2052.95,One year,DSL,Electronic check,Yes,No,0
C11277,Customer 11277,customer11277@example.com,+91-9000011276,48,116.34,5979.74,Month-to-month,Fiber optic,Mailed check,No,Yes,1
C11278,Customer 11278,customer11278@example.com,+91-9000011277,56,115.25,6843.24,Month-to-month,Fiber optic,Electronic check,Yes,No,0
C11279,Customer 11279,customer11279@example.com,+91-9000011278,1,107.91,106.55,One year,Fiber optic,Credit card,No,No,1
C11280,Customer 11280,customer11280@example.com,+91-9000011279,63,88.13,5432.97,Month-to-month,DSL,Bank transfer,Yes,No,0
C11281,Customer 11281,customer11281@example.com,+91-9000011280,54,87.01,4831.32,Month-to-month,DSL,Bank transfer,Yes,No,0
C11282,Customer 11282,customer11282@example.com,+91-9000011281,54,88.92,4997.82,Two year,DSL,Credit card,No,No,0
C11283,Customer 11283,customer11283@example.com,+91-9000011282,29,94.05,2590.36,Month-to-month,Fiber optic,Credit card,No,Yes,1
C11284,Customer 11284,customer11284@example.com,+91-9000011283,58,26.65,1481.66,Month-to-month,DSL,Electronic check,No,Yes,0
C11285,Customer 11285,customer11285@example.com,+91-9000011284,28,120.81,3191.22,One year,DSL,Mailed check,Yes,No,0
C11286,Customer 11286,customer11286@example.com,+91-9000011285,4,83.56,348.18,Month-to-month,No,Mailed check,No,Yes,1
C11287,Customer 11287,customer11287@example.com,+91-9000011286,66,103.15,7041.44,Two year,Fiber optic,Mailed check,Yes,No,0
C11288,Customer 11288,customer11288@example.com,+91-9000011287,17,62.73,1013.35,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C11289,Customer 11289,customer11289@example.com,+91-9000011288,8,26.24,211.16,Two year,DSL,Bank transfer,No,Yes,1
C11290,Customer 11290,customer11290@example.com,+91-9000011289,45,75.97,3563.18,One year,DSL,Bank transfer,No,No,1
C11291,Customer 11291,customer11291@example.com,+91-9000011290,17,75.72,1379.31,Month-to-month,No,Electronic check,Yes,No,1
C11292,Customer 11292,customer11292@example.com,+91-9000011291,62,68.7,4040.31,Month-to-month,Fiber optic,Bank transfer,No,No,1
C11293,Customer 11293,customer11293@example.com,+91-9000011292,32,58.97,1827.96,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,1
C11294,Customer 11294,customer11294@example.com,+91-9000011293,1,49.98,48.77,Month-to-month,No,Bank transfer,No,No,1
C11295,Customer 11295,customer11295@example.com,+91-9000011294,69,77.75,5472.03,Month-to-month,Fiber optic,Electronic check,No,No,1
C11296,Customer 11296,customer11296@example.com,+91-9000011295,38,62.53,2237.91,Two year,DSL,Bank transfer,No,No,0
C11297,Customer 11297,customer11297@example.com,+91-9000011296,19,121.99,2204.12,Month-to-month,Fiber optic,Bank transfer,No,Yes,1
C11298,Customer 11298,customer11298@example.com,+91-9000011297,49,42.29,2165.19,Two year,DSL,Bank transfer,Yes,Yes,0
C11299,Customer 11299,customer11299@example.com,+91-9000011298,39,56.97,2236.78,Month-to-month,DSL,Mailed check,Yes,No,0
C11300,Customer 11300,customer11300@example.com,+91-9000011299,3,54.4,154.33,Two year,DSL,Credit card,No,No,0
C11301,Customer 11301,customer11301@example.com,+91-9000011300,55,79.33,4285.26,Month-to-month,No,Electronic check,No,No,1
C11302,Customer 11302,customer11302@example.com,+91-9000011301,29,74.93,2045.89,Month-to-month,Fiber optic,Electronic check,No,No,1
C11303,Customer 11303,customer11303@example.com,+91-9000011302,51,89.37,4457.74,One year,DSL,Credit card,No,No,0
C11304,Customer 11304,customer11304@example.com,+91-9000011303,65,120.0,7675.45,Month-to-month,DSL,Bank transfer,No,No,0
C11305,Customer 11305,customer11305@example.com,+91-9000011304,44,53.52,2208.73,Two year,Fiber optic,Credit card,No,No,0
C11306,Customer 11306,customer11306@example.com,+91-9000011305,49,94.28,4294.37,Month-to-month,No,Electronic check,No,No,0
C11307,Customer 11307,customer11307@example.com,+91-9000011306,19,27.5,554.4,Month-to-month,DSL,Electronic check,Yes,No,1
C11308,Customer 11308,customer11308@example.com,+91-9000011307,18,51.24,979.53,Month-to-month,DSL,Bank transfer,Yes,No,1
C11309,Customer 11309,customer11309@example.com,+91-9000011308,30,71.37,1970.7,One year,No,Credit card,No,No,0
C11310,Customer 11310,customer11310@example.com,+91-9000011309,62,28.1,1781.56,Month-to-month,No,Mailed check,Yes,Yes,1
C11311,Customer 11311,customer11311@example.com,+91-9000011310,38,86.77,3082.9,Month-to-month,No,Mailed check,Yes,Yes,0
C11312,Customer 11312,customer11312@example.com,+91-9000011311,26,92.83,2533.35,Month-to-month,DSL,Bank transfer,Yes,No,0
